SIPRI AT Database ID,Supplier,Recipient,Designation,Description,Armament category,Order date,Order date is estimate,Numbers delivered,Numbers delivered is estimate,Delivery year,Delivery year is estimate,Status,SIPRI estimate,TIV deal unit,TIV delivery values,Local production
31385,Russia,India,Konkurs,anti-tank missile,Missiles,1988,Yes,1000,Yes,2009,No,New,0.02,0.02,20,Yes
31385,Russia,India,Konkurs,anti-tank missile,Missiles,1988,Yes,1000,Yes,2010,No,New,0.02,0.02,20,Yes
31385,Russia,India,Konkurs,anti-tank missile,Missiles,1988,Yes,1000,Yes,2005,No,New,0.02,0.02,20,Yes
31385,Russia,India,Konkurs,anti-tank missile,Missiles,1988,Yes,1000,Yes,2007,Yes,New,0.02,0.02,20,Yes
31385,Russia,India,Konkurs,anti-tank missile,Missiles,1988,Yes,1000,Yes,2006,No,New,0.02,0.02,20,Yes
31385,Russia,India,Konkurs,anti-tank missile,Missiles,1988,Yes,2000,Yes,2011,No,New,0.02,0.02,40,Yes
31385,Russia,India,Konkurs,anti-tank missile,Missiles,1988,Yes,2500,Yes,2012,No,New,0.02,0.02,50,Yes
31385,Russia,India,Konkurs,anti-tank missile,Missiles,1988,Yes,2500,Yes,2013,No,New,0.02,0.02,50,Yes
31385,Russia,India,Konkurs,anti-tank missile,Missiles,1988,Yes,2500,Yes,2014,No,New,0.02,0.02,50,Yes
31385,Russia,India,Konkurs,anti-tank missile,Missiles,1988,Yes,2500,Yes,2015,No,New,0.02,0.02,50,Yes
31385,Russia,India,Konkurs,anti-tank missile,Missiles,1988,Yes,1200,Yes,2016,Yes,New,0.02,0.02,24,Yes
60506,Russia,India,T-90S,tank,Armoured vehicles,2013,Yes,20,Yes,2018,Yes,New,4,4,80,Yes
60506,Russia,India,T-90S,tank,Armoured vehicles,2013,Yes,54,Yes,2019,No,New,4,4,216,Yes
60506,Russia,India,T-90S,tank,Armoured vehicles,2013,Yes,54,Yes,2020,No,New,4,4,216,Yes
60506,Russia,India,T-90S,tank,Armoured vehicles,2013,Yes,54,Yes,2021,No,New,4,4,216,Yes
60506,Russia,India,T-90S,tank,Armoured vehicles,2013,Yes,54,Yes,2022,Yes,New,4,4,216,Yes
65231,Russia,India,Konkurs,anti-tank missile,Missiles,2021,Yes,3000,Yes,2022,No,New,0.02,0.02,60,Yes
63032,Russia,India,R-77,BVRAAM,Missiles,2019,No,200,Yes,2021,Yes,New,0.4,0.4,80,No
63032,Russia,India,R-77,BVRAAM,Missiles,2019,No,100,Yes,2022,Yes,New,0.4,0.4,40,No
63032,Russia,India,R-77,BVRAAM,Missiles,2019,No,100,Yes,2020,Yes,New,0.4,0.4,40,No
63031,Russia,India,R-27R/T,BVRAAM,Missiles,2019,No,100,Yes,2021,Yes,New,0.19,0.19,19,No
63031,Russia,India,R-27R/T,BVRAAM,Missiles,2019,No,100,Yes,2022,Yes,New,0.19,0.19,19,No
63031,Russia,India,R-27R/T,BVRAAM,Missiles,2019,No,100,Yes,2020,Yes,New,0.19,0.19,19,No
51646,Russia,Indonesia,R-73,SRAAM,Missiles,2008,Yes,50,Yes,2010,Yes,New,0.15,0.15,7.5,No
39067,Russia,Indonesia,Kh-31A1,anti-ship/anti-radar missile,Missiles,2009,Yes,5,Yes,2012,Yes,New,0.9,0.9,4.5,No
39067,Russia,Indonesia,Kh-31A1,anti-ship/anti-radar missile,Missiles,2009,Yes,5,Yes,2011,Yes,New,0.9,0.9,4.5,No
34669,Russia,Indonesia,Su-27S,FGA aircraft,Aircraft,2008,No,3,No,2010,No,New,42.5,42.5,127.5,No
34472,Russia,Indonesia,Igla-1,portable SAM,Missiles,2003,No,16,Yes,2003,No,New,0.07,0.07,1.12,No
34471,Russia,Indonesia,Kokon,anti-tank missile,Missiles,2003,No,25,Yes,2003,No,New,0.02,0.02,0.5,No
34470,Russia,Indonesia,Mi-17,transport helicopter,Aircraft,2005,Yes,6,No,2008,No,New,7.25,7.25,43.5,No
34469,Russia,Indonesia,Mi-24P,combat helicopter,Aircraft,2008,Yes,3,No,2010,No,New,9,9,27,No
34253,Russia,Indonesia,Mi-24P,combat helicopter,Aircraft,2003,No,2,No,2003,No,New,9,9,18,No
34251,Russia,Indonesia,Su-27S,FGA aircraft,Aircraft,2003,No,2,No,2003,No,New,42.5,42.5,85,No
31531,Russia,Indonesia,Mi-2,light helicopter,Aircraft,2002,No,2,No,2003,No,Second hand,1.1,0.44,0.88,No
31530,Russia,Indonesia,Mi-17,transport helicopter,Aircraft,2002,Yes,4,Yes,2004,No,New,7.25,7.25,29,No
27372,Russia,Indonesia,BTR-80A,IFV,Armoured vehicles,2001,Yes,12,No,2002,No,New,0.9,0.9,10.8,No
25311,Russia,Indonesia,Mi-17,transport helicopter,Aircraft,2002,No,2,Yes,2003,No,New,7.25,7.25,14.5,No
25309,Russia,Indonesia,Su-30MK,FGA aircraft,Aircraft,2003,No,2,No,2003,No,New,55,55,110,No
55315,Russia,Indonesia,Kh-59M Ovod-M,ASM,Missiles,2009,Yes,10,Yes,2012,No,New,0.9,0.9,9,No
55316,Russia,Indonesia,Kh-29,ASM,Missiles,2009,Yes,10,Yes,2012,No,New,0.2,0.2,2,No
55316,Russia,Indonesia,Kh-29,ASM,Missiles,2009,Yes,10,Yes,2011,Yes,New,0.2,0.2,2,No
55316,Russia,Indonesia,Kh-29,ASM,Missiles,2009,Yes,5,Yes,2013,Yes,New,0.2,0.2,1,No
51294,Russia,Indonesia,Mi-17,transport helicopter,Aircraft,2010,No,6,No,2011,No,New,7.25,7.25,43.5,No
34393,Russia,Indonesia,Su-30MK,FGA aircraft,Aircraft,2008,No,3,No,2009,No,New,55,55,165,No
39068,Russia,Indonesia,Yakhont,anti-ship missile,Missiles,2009,Yes,10,Yes,2011,No,New,1.3,1.3,13,No
51647,Russia,Indonesia,R-77,BVRAAM,Missiles,2008,Yes,8,Yes,2012,No,New,0.4,0.4,3.2,No
51647,Russia,Indonesia,R-77,BVRAAM,Missiles,2008,Yes,52,Yes,2013,Yes,New,0.4,0.4,20.8,No
54383,Russia,Indonesia,BMP-3,IFV,Armoured vehicles,2013,No,37,No,2014,No,New,1.45,1.45,53.65,No
27371,Russia,Indonesia,BMP-3,IFV,Armoured vehicles,2008,No,17,No,2010,No,New,1.45,1.45,24.65,No
58408,Russia,Indonesia,BREM-L,ARV,Armoured vehicles,2008,No,1,No,2010,No,New,0.3,0.3,0.3,No
52442,Russia,Indonesia,Su-30MK,FGA aircraft,Aircraft,2012,No,6,No,2013,No,New,55,55,330,No
30220,Russia,Iran,Konkurs,anti-tank missile,Missiles,1998,Yes,50,Yes,2020,Yes,New,0.02,0.02,1,Yes
30220,Russia,Iran,Konkurs,anti-tank missile,Missiles,1998,Yes,50,Yes,2018,Yes,New,0.02,0.02,1,Yes
30220,Russia,Iran,Konkurs,anti-tank missile,Missiles,1998,Yes,50,Yes,2017,Yes,New,0.02,0.02,1,Yes
30220,Russia,Iran,Konkurs,anti-tank missile,Missiles,1998,Yes,100,Yes,2012,Yes,New,0.02,0.02,2,Yes
30220,Russia,Iran,Konkurs,anti-tank missile,Missiles,1998,Yes,100,Yes,2013,Yes,New,0.02,0.02,2,Yes
30220,Russia,Iran,Konkurs,anti-tank missile,Missiles,1998,Yes,100,Yes,2014,Yes,New,0.02,0.02,2,Yes
30220,Russia,Iran,Konkurs,anti-tank missile,Missiles,1998,Yes,100,Yes,2015,Yes,New,0.02,0.02,2,Yes
30220,Russia,Iran,Konkurs,anti-tank missile,Missiles,1998,Yes,100,Yes,2016,Yes,New,0.02,0.02,2,Yes
30220,Russia,Iran,Konkurs,anti-tank missile,Missiles,1998,Yes,50,Yes,2019,Yes,New,0.02,0.02,1,Yes
30220,Russia,Iran,Konkurs,anti-tank missile,Missiles,1998,Yes,200,Yes,2006,Yes,New,0.02,0.02,4,Yes
30220,Russia,Iran,Konkurs,anti-tank missile,Missiles,1998,Yes,200,Yes,2007,Yes,New,0.02,0.02,4,Yes
30220,Russia,Iran,Konkurs,anti-tank missile,Missiles,1998,Yes,200,Yes,2009,Yes,New,0.02,0.02,4,Yes
30220,Russia,Iran,Konkurs,anti-tank missile,Missiles,1998,Yes,100,Yes,2011,Yes,New,0.02,0.02,2,Yes
30220,Russia,Iran,Konkurs,anti-tank missile,Missiles,1998,Yes,200,Yes,2003,Yes,New,0.02,0.02,4,Yes
30220,Russia,Iran,Konkurs,anti-tank missile,Missiles,1998,Yes,200,Yes,2004,Yes,New,0.02,0.02,4,Yes
30220,Russia,Iran,Konkurs,anti-tank missile,Missiles,1998,Yes,200,Yes,2005,Yes,New,0.02,0.02,4,Yes
30220,Russia,Iran,Konkurs,anti-tank missile,Missiles,1998,Yes,200,Yes,2010,Yes,New,0.02,0.02,4,Yes
30220,Russia,Iran,Konkurs,anti-tank missile,Missiles,1998,Yes,200,Yes,2008,Yes,New,0.02,0.02,4,Yes
30220,Russia,Iran,Konkurs,anti-tank missile,Missiles,1998,Yes,100,Yes,1999,Yes,New,0.02,0.02,2,Yes
30220,Russia,Iran,Konkurs,anti-tank missile,Missiles,1998,Yes,100,Yes,2000,Yes,New,0.02,0.02,2,Yes
30220,Russia,Iran,Konkurs,anti-tank missile,Missiles,1998,Yes,200,Yes,2001,Yes,New,0.02,0.02,4,Yes
30220,Russia,Iran,Konkurs,anti-tank missile,Missiles,1998,Yes,200,Yes,2002,Yes,New,0.02,0.02,4,Yes
37918,Russia,Iran,vehicle engine 601-800,vehicle engine,Engines,1993,Yes,34,Yes,1994,No,New,0.11,0.11,3.74,No
37918,Russia,Iran,vehicle engine 601-800,vehicle engine,Engines,1993,Yes,70,Yes,1995,No,New,0.11,0.11,7.7,No
37211,Russia,Iran,9M338,SAM,Missiles,2005,No,375,Yes,2006,No,New,0.25,0.25,93.75,No
37211,Russia,Iran,9M338,SAM,Missiles,2005,No,375,Yes,2007,No,New,0.25,0.25,93.75,No
35581,Russia,Iran,vehicle engine 601-800,vehicle engine,Engines,1993,Yes,25,Yes,2000,Yes,New,0.11,0.11,2.75,No
35581,Russia,Iran,vehicle engine 601-800,vehicle engine,Engines,1993,Yes,25,Yes,1993,No,New,0.11,0.11,2.75,No
35581,Russia,Iran,vehicle engine 601-800,vehicle engine,Engines,1993,Yes,25,Yes,1994,No,New,0.11,0.11,2.75,No
35581,Russia,Iran,vehicle engine 601-800,vehicle engine,Engines,1993,Yes,25,Yes,1995,No,New,0.11,0.11,2.75,No
35581,Russia,Iran,vehicle engine 601-800,vehicle engine,Engines,1993,Yes,25,Yes,1996,Yes,New,0.11,0.11,2.75,No
35581,Russia,Iran,vehicle engine 601-800,vehicle engine,Engines,1993,Yes,25,Yes,1997,Yes,New,0.11,0.11,2.75,No
35581,Russia,Iran,vehicle engine 601-800,vehicle engine,Engines,1993,Yes,25,Yes,1998,Yes,New,0.11,0.11,2.75,No
35581,Russia,Iran,vehicle engine 601-800,vehicle engine,Engines,1993,Yes,25,Yes,1999,Yes,New,0.11,0.11,2.75,No
32782,Russia,Iran,Mi-17,transport helicopter,Aircraft,1998,No,5,No,2000,No,New,7.25,7.25,36.25,No
32038,Russia,Iran,Mi-17,transport helicopter,Aircraft,2001,No,10,Yes,2002,Yes,New,7.25,7.25,72.5,No
32038,Russia,Iran,Mi-17,transport helicopter,Aircraft,2001,No,10,Yes,2003,Yes,New,7.25,7.25,72.5,No
30363,Russia,Iran,Mi-17,transport helicopter,Aircraft,1999,No,16,No,2001,No,New,7.25,7.25,116,No
30363,Russia,Iran,Mi-17,transport helicopter,Aircraft,1999,No,6,No,2000,No,New,7.25,7.25,43.5,No
30478,Russia,Iran,Kokon,anti-tank missile,Missiles,1999,Yes,125,Yes,2000,Yes,New,0.02,0.02,2.5,No
30478,Russia,Iran,Kokon,anti-tank missile,Missiles,1999,Yes,125,Yes,2001,Yes,New,0.02,0.02,2.5,No
30478,Russia,Iran,Kokon,anti-tank missile,Missiles,1999,Yes,125,Yes,2002,Yes,New,0.02,0.02,2.5,No
30478,Russia,Iran,Kokon,anti-tank missile,Missiles,1999,Yes,125,Yes,2003,Yes,New,0.02,0.02,2.5,No
28646,Russia,Iran,Kvadrat SAMS,SAM system,Air defence systems,1995,Yes,1,Yes,1996,Yes,Second hand,17.5,7,7,No
28646,Russia,Iran,Kvadrat SAMS,SAM system,Air defence systems,1995,Yes,1,Yes,1995,Yes,Second hand,17.5,7,7,No
21208,Russia,Iran,Project-877E,submarine,Ships,1993,No,1,No,1996,No,New,220,220,220,No
20674,Russia,Iran,Project-877E,submarine,Ships,1991,No,1,No,1992,No,New,220,220,220,No
20674,Russia,Iran,Project-877E,submarine,Ships,1991,No,1,No,1993,No,New,220,220,220,No
57134,Russia,Iran,Kasta-2E2,air search radar,Sensors,2007,Yes,1,Yes,2009,Yes,New,9,9,9,No
57134,Russia,Iran,Kasta-2E2,air search radar,Sensors,2007,Yes,1,Yes,2010,Yes,New,9,9,9,No
54577,Russia,Iran,Avtobaza,air search system,Sensors,2011,Yes,2,Yes,2011,No,New,9,9,18,No
51977,Russia,Iran,1L119,air search radar,Sensors,2007,Yes,1,Yes,2009,Yes,New,13,13,13,No
51977,Russia,Iran,1L119,air search radar,Sensors,2007,Yes,1,Yes,2010,Yes,New,13,13,13,No
32344,Russia,Iran,D-30 122mm,towed gun,Artillery,1997,Yes,20,Yes,2001,Yes,New,0.35,0.35,7,Yes
32344,Russia,Iran,D-30 122mm,towed gun,Artillery,1997,Yes,20,Yes,2002,Yes,New,0.35,0.35,7,Yes
32344,Russia,Iran,D-30 122mm,towed gun,Artillery,1997,Yes,20,Yes,1998,Yes,New,0.35,0.35,7,Yes
32344,Russia,Iran,D-30 122mm,towed gun,Artillery,1997,Yes,20,Yes,1999,Yes,New,0.35,0.35,7,Yes
32344,Russia,Iran,D-30 122mm,towed gun,Artillery,1997,Yes,20,Yes,2000,Yes,New,0.35,0.35,7,Yes
27378,Russia,Iran,T-72M1,tank,Armoured vehicles,1991,Yes,75,Yes,1999,No,New,2.6,2.6,195,Yes
27378,Russia,Iran,T-72M1,tank,Armoured vehicles,1991,Yes,100,No,1993,No,New,2.6,2.6,260,Yes
27378,Russia,Iran,T-72M1,tank,Armoured vehicles,1991,Yes,20,No,1994,No,New,2.6,2.6,52,Yes
27378,Russia,Iran,T-72M1,tank,Armoured vehicles,1991,Yes,2,No,1996,No,New,2.6,2.6,5.2,Yes
27378,Russia,Iran,T-72M1,tank,Armoured vehicles,1991,Yes,75,Yes,1998,No,New,2.6,2.6,195,Yes
27378,Russia,Iran,T-72M1,tank,Armoured vehicles,1991,Yes,25,Yes,1997,Yes,New,2.6,2.6,65,Yes
27378,Russia,Iran,T-72M1,tank,Armoured vehicles,1991,Yes,75,Yes,2000,Yes,New,2.6,2.6,195,Yes
27378,Russia,Iran,T-72M1,tank,Armoured vehicles,1991,Yes,50,Yes,2001,Yes,New,2.6,2.6,130,Yes
62895,Russia,Iran,Gamma,air search radar,Sensors,2005,Yes,1,Yes,2009,Yes,New,13,13,13,No
60838,Russia,Iran,64N6,air search radar,Sensors,2015,No,2,No,2016,No,New,12,12,24,No
28617,Russia,Iran,Fagot,anti-tank missile,Missiles,1991,Yes,100,Yes,2012,Yes,New,0.01,0.01,1,Yes
28617,Russia,Iran,Fagot,anti-tank missile,Missiles,1991,Yes,100,Yes,2011,Yes,New,0.01,0.01,1,Yes
28617,Russia,Iran,Fagot,anti-tank missile,Missiles,1991,Yes,100,Yes,2010,Yes,New,0.01,0.01,1,Yes
28617,Russia,Iran,Fagot,anti-tank missile,Missiles,1991,Yes,100,Yes,2016,Yes,New,0.01,0.01,1,Yes
28617,Russia,Iran,Fagot,anti-tank missile,Missiles,1991,Yes,100,Yes,2017,Yes,New,0.01,0.01,1,Yes
28617,Russia,Iran,Fagot,anti-tank missile,Missiles,1991,Yes,100,Yes,2018,Yes,New,0.01,0.01,1,Yes
28617,Russia,Iran,Fagot,anti-tank missile,Missiles,1991,Yes,50,Yes,2019,Yes,New,0.01,0.01,0.5,Yes
28617,Russia,Iran,Fagot,anti-tank missile,Missiles,1991,Yes,50,Yes,2020,Yes,New,0.01,0.01,0.5,Yes
28617,Russia,Iran,Fagot,anti-tank missile,Missiles,1991,Yes,250,Yes,2003,Yes,New,0.01,0.01,2.5,Yes
28617,Russia,Iran,Fagot,anti-tank missile,Missiles,1991,Yes,100,Yes,2013,Yes,New,0.01,0.01,1,Yes
28617,Russia,Iran,Fagot,anti-tank missile,Missiles,1991,Yes,100,Yes,2014,Yes,New,0.01,0.01,1,Yes
28617,Russia,Iran,Fagot,anti-tank missile,Missiles,1991,Yes,100,Yes,2015,Yes,New,0.01,0.01,1,Yes
28617,Russia,Iran,Fagot,anti-tank missile,Missiles,1991,Yes,250,Yes,1993,No,New,0.01,0.01,2.5,Yes
28617,Russia,Iran,Fagot,anti-tank missile,Missiles,1991,Yes,250,Yes,1996,Yes,New,0.01,0.01,2.5,Yes
28617,Russia,Iran,Fagot,anti-tank missile,Missiles,1991,Yes,250,Yes,1997,Yes,New,0.01,0.01,2.5,Yes
28617,Russia,Iran,Fagot,anti-tank missile,Missiles,1991,Yes,250,Yes,1999,Yes,New,0.01,0.01,2.5,Yes
28617,Russia,Iran,Fagot,anti-tank missile,Missiles,1991,Yes,250,Yes,2000,Yes,New,0.01,0.01,2.5,Yes
28617,Russia,Iran,Fagot,anti-tank missile,Missiles,1991,Yes,250,Yes,2002,Yes,New,0.01,0.01,2.5,Yes
28617,Russia,Iran,Fagot,anti-tank missile,Missiles,1991,Yes,250,Yes,2005,Yes,New,0.01,0.01,2.5,Yes
28617,Russia,Iran,Fagot,anti-tank missile,Missiles,1991,Yes,250,Yes,2009,Yes,New,0.01,0.01,2.5,Yes
28617,Russia,Iran,Fagot,anti-tank missile,Missiles,1991,Yes,250,Yes,1998,Yes,New,0.01,0.01,2.5,Yes
28617,Russia,Iran,Fagot,anti-tank missile,Missiles,1991,Yes,250,Yes,2004,Yes,New,0.01,0.01,2.5,Yes
28617,Russia,Iran,Fagot,anti-tank missile,Missiles,1991,Yes,250,Yes,1995,Yes,New,0.01,0.01,2.5,Yes
28617,Russia,Iran,Fagot,anti-tank missile,Missiles,1991,Yes,250,Yes,1994,Yes,New,0.01,0.01,2.5,Yes
28617,Russia,Iran,Fagot,anti-tank missile,Missiles,1991,Yes,250,Yes,2007,Yes,New,0.01,0.01,2.5,Yes
28617,Russia,Iran,Fagot,anti-tank missile,Missiles,1991,Yes,250,Yes,2008,Yes,New,0.01,0.01,2.5,Yes
28617,Russia,Iran,Fagot,anti-tank missile,Missiles,1991,Yes,250,Yes,2006,Yes,New,0.01,0.01,2.5,Yes
35495,Russia,Iran,Su-25,ground attack aircraft,Aircraft,2003,Yes,6,No,2006,Yes,New,11.5,11.5,69,No
39368,Russia,Iran,R-60,SRAAM,Missiles,2003,Yes,40,Yes,2006,No,New,0.09,0.09,3.6,No
59015,Russia,Iran,S-300PMU2,SAM system,Air defence systems,2015,No,4,No,2016,No,New,55,55,220,No
28257,Russia,Iran,Malyutka,anti-tank missile,Missiles,1995,Yes,100,Yes,2019,Yes,New,0.01,0.01,1,Yes
28257,Russia,Iran,Malyutka,anti-tank missile,Missiles,1995,Yes,50,Yes,2020,Yes,New,0.01,0.01,0.5,Yes
28257,Russia,Iran,Malyutka,anti-tank missile,Missiles,1995,Yes,100,Yes,2016,Yes,New,0.01,0.01,1,Yes
28257,Russia,Iran,Malyutka,anti-tank missile,Missiles,1995,Yes,100,Yes,2017,Yes,New,0.01,0.01,1,Yes
28257,Russia,Iran,Malyutka,anti-tank missile,Missiles,1995,Yes,100,Yes,2018,Yes,New,0.01,0.01,1,Yes
28257,Russia,Iran,Malyutka,anti-tank missile,Missiles,1995,Yes,250,Yes,2009,Yes,New,0.01,0.01,2.5,Yes
28257,Russia,Iran,Malyutka,anti-tank missile,Missiles,1995,Yes,250,Yes,2011,Yes,New,0.01,0.01,2.5,Yes
28257,Russia,Iran,Malyutka,anti-tank missile,Missiles,1995,Yes,250,Yes,2012,Yes,New,0.01,0.01,2.5,Yes
28257,Russia,Iran,Malyutka,anti-tank missile,Missiles,1995,Yes,100,Yes,2013,Yes,New,0.01,0.01,1,Yes
28257,Russia,Iran,Malyutka,anti-tank missile,Missiles,1995,Yes,100,Yes,2014,Yes,New,0.01,0.01,1,Yes
28257,Russia,Iran,Malyutka,anti-tank missile,Missiles,1995,Yes,100,Yes,2015,Yes,New,0.01,0.01,1,Yes
28257,Russia,Iran,Malyutka,anti-tank missile,Missiles,1995,Yes,250,Yes,2003,Yes,New,0.01,0.01,2.5,Yes
28257,Russia,Iran,Malyutka,anti-tank missile,Missiles,1995,Yes,250,Yes,2004,Yes,New,0.01,0.01,2.5,Yes
28257,Russia,Iran,Malyutka,anti-tank missile,Missiles,1995,Yes,250,Yes,2005,Yes,New,0.01,0.01,2.5,Yes
28257,Russia,Iran,Malyutka,anti-tank missile,Missiles,1995,Yes,250,Yes,2006,Yes,New,0.01,0.01,2.5,Yes
28257,Russia,Iran,Malyutka,anti-tank missile,Missiles,1995,Yes,250,Yes,2007,Yes,New,0.01,0.01,2.5,Yes
28257,Russia,Iran,Malyutka,anti-tank missile,Missiles,1995,Yes,250,Yes,1996,Yes,New,0.01,0.01,2.5,Yes
28257,Russia,Iran,Malyutka,anti-tank missile,Missiles,1995,Yes,250,Yes,1997,Yes,New,0.01,0.01,2.5,Yes
28257,Russia,Iran,Malyutka,anti-tank missile,Missiles,1995,Yes,250,Yes,1998,Yes,New,0.01,0.01,2.5,Yes
28257,Russia,Iran,Malyutka,anti-tank missile,Missiles,1995,Yes,250,Yes,1999,Yes,New,0.01,0.01,2.5,Yes
28257,Russia,Iran,Malyutka,anti-tank missile,Missiles,1995,Yes,250,Yes,2000,Yes,New,0.01,0.01,2.5,Yes
28257,Russia,Iran,Malyutka,anti-tank missile,Missiles,1995,Yes,250,Yes,2001,Yes,New,0.01,0.01,2.5,Yes
28257,Russia,Iran,Malyutka,anti-tank missile,Missiles,1995,Yes,250,Yes,2002,Yes,New,0.01,0.01,2.5,Yes
28257,Russia,Iran,Malyutka,anti-tank missile,Missiles,1995,Yes,250,Yes,2008,Yes,New,0.01,0.01,2.5,Yes
28257,Russia,Iran,Malyutka,anti-tank missile,Missiles,1995,Yes,250,Yes,2010,Yes,New,0.01,0.01,2.5,Yes
53062,Russia,Iran,BMP-2 TUR,IFV turret,Other,1999,Yes,10,Yes,2004,Yes,New,0.55,0.55,5.5,Yes
53062,Russia,Iran,BMP-2 TUR,IFV turret,Other,1999,Yes,10,Yes,2012,Yes,New,0.55,0.55,5.5,Yes
53062,Russia,Iran,BMP-2 TUR,IFV turret,Other,1999,Yes,10,Yes,2000,Yes,New,0.55,0.55,5.5,Yes
53062,Russia,Iran,BMP-2 TUR,IFV turret,Other,1999,Yes,10,Yes,2002,Yes,New,0.55,0.55,5.5,Yes
53062,Russia,Iran,BMP-2 TUR,IFV turret,Other,1999,Yes,10,Yes,2003,Yes,New,0.55,0.55,5.5,Yes
53062,Russia,Iran,BMP-2 TUR,IFV turret,Other,1999,Yes,10,Yes,2009,Yes,New,0.55,0.55,5.5,Yes
53062,Russia,Iran,BMP-2 TUR,IFV turret,Other,1999,Yes,10,Yes,2010,Yes,New,0.55,0.55,5.5,Yes
53062,Russia,Iran,BMP-2 TUR,IFV turret,Other,1999,Yes,10,Yes,2001,Yes,New,0.55,0.55,5.5,Yes
53062,Russia,Iran,BMP-2 TUR,IFV turret,Other,1999,Yes,10,Yes,2006,Yes,New,0.55,0.55,5.5,Yes
53062,Russia,Iran,BMP-2 TUR,IFV turret,Other,1999,Yes,10,Yes,2007,Yes,New,0.55,0.55,5.5,Yes
53062,Russia,Iran,BMP-2 TUR,IFV turret,Other,1999,Yes,10,Yes,2008,Yes,New,0.55,0.55,5.5,Yes
53062,Russia,Iran,BMP-2 TUR,IFV turret,Other,1999,Yes,10,Yes,2011,Yes,New,0.55,0.55,5.5,Yes
53062,Russia,Iran,BMP-2 TUR,IFV turret,Other,1999,Yes,10,Yes,2005,Yes,New,0.55,0.55,5.5,Yes
55501,Russia,Iran,3M9,SAM,Missiles,1995,Yes,60,Yes,1996,Yes,Second hand,0.12,0.05,2.88,No
55501,Russia,Iran,3M9,SAM,Missiles,1995,Yes,60,Yes,1995,Yes,Second hand,0.12,0.05,2.88,No
25812,Russia,Iran,BMP-2,IFV,Armoured vehicles,1991,No,50,Yes,1997,Yes,New,0.9,0.9,45,Yes
25812,Russia,Iran,BMP-2,IFV,Armoured vehicles,1991,No,50,Yes,1998,Yes,New,0.9,0.9,45,Yes
25812,Russia,Iran,BMP-2,IFV,Armoured vehicles,1991,No,50,Yes,1999,Yes,New,0.9,0.9,45,Yes
25812,Russia,Iran,BMP-2,IFV,Armoured vehicles,1991,No,50,Yes,2000,Yes,New,0.9,0.9,45,Yes
25812,Russia,Iran,BMP-2,IFV,Armoured vehicles,1991,No,43,Yes,2001,Yes,New,0.9,0.9,38.7,Yes
25812,Russia,Iran,BMP-2,IFV,Armoured vehicles,1991,No,80,No,1993,No,New,0.9,0.9,72,Yes
25812,Russia,Iran,BMP-2,IFV,Armoured vehicles,1991,No,20,Yes,1994,Yes,New,0.9,0.9,18,Yes
25812,Russia,Iran,BMP-2,IFV,Armoured vehicles,1991,No,20,Yes,1995,Yes,New,0.9,0.9,18,Yes
25812,Russia,Iran,BMP-2,IFV,Armoured vehicles,1991,No,50,Yes,1996,Yes,New,0.9,0.9,45,Yes
40238,Russia,Iran,48N6,SAM,Missiles,2015,No,150,No,2016,No,New,1.1,1.1,165,No
31785,Russia,Iran,Tor-M,mobile SAM system,Air defence systems,2005,No,14,Yes,2007,No,New,12.5,12.5,175,No
31785,Russia,Iran,Tor-M,mobile SAM system,Air defence systems,2005,No,15,Yes,2006,No,New,12.5,12.5,187.5,No
59168,Russia,Iraq,BMP-3,IFV,Armoured vehicles,2015,No,21,Yes,2019,No,New,1.45,1.45,30.45,No
59168,Russia,Iraq,BMP-3,IFV,Armoured vehicles,2015,No,10,Yes,2018,No,New,1.45,1.45,14.5,No
62480,Russia,Iraq,Bastion ATM,anti-tank missile,Missiles,2015,Yes,100,Yes,2018,Yes,New,0.02,0.02,2,No
62480,Russia,Iraq,Bastion ATM,anti-tank missile,Missiles,2015,Yes,200,Yes,2019,Yes,New,0.02,0.02,4,No
40355,Russia,Iraq,Mi-17,transport helicopter,Aircraft,2007,No,10,Yes,2010,No,New,7.25,7.25,72.5,No
40355,Russia,Iraq,Mi-17,transport helicopter,Aircraft,2007,No,12,Yes,2011,No,New,7.25,7.25,87,No
60413,Russia,Iraq,Su-25,ground attack aircraft,Aircraft,2015,Yes,1,Yes,2015,No,Second hand,11.5,4.6,4.6,No
39155,Russia,Iraq,Mi-17,transport helicopter,Aircraft,2006,Yes,14,Yes,2008,No,New,7.25,7.25,101.5,No
39155,Russia,Iraq,Mi-17,transport helicopter,Aircraft,2006,Yes,4,Yes,2007,No,New,7.25,7.25,29,No
35969,Russia,Iraq,Mi-17,transport helicopter,Aircraft,2005,No,10,No,2006,No,New,7.25,7.25,72.5,No
55440,Russia,Iraq,Mi-28N,combat helicopter,Aircraft,2012,Yes,3,Yes,2014,No,New,15.5,15.5,46.5,No
55440,Russia,Iraq,Mi-28N,combat helicopter,Aircraft,2012,Yes,8,Yes,2015,No,New,15.5,15.5,124,No
55440,Russia,Iraq,Mi-28N,combat helicopter,Aircraft,2012,Yes,8,Yes,2016,No,New,15.5,15.5,124,No
54809,Russia,Iraq,5.70E+07,SAM,Missiles,2013,No,250,Yes,2015,No,New,0.25,0.25,62.5,No
54809,Russia,Iraq,5.70E+07,SAM,Missiles,2013,No,250,Yes,2016,Yes,New,0.25,0.25,62.5,No
