Country,Partner Name,Trade Flow,Product Group,Indicator,Year,Amount,SIPRI AT Database ID,Supplier,Recipient,Designation,Description,Armament category,Order date,Order date is estimate,Numbers delivered,Numbers delivered is estimate,Delivery year,Delivery year is estimate,Status,SIPRI estimate,TIV deal unit,TIV delivery values,Local production,TII,TII Score
Russia,India,Export,  All Products,Export (US$ Thousand),2002,2925514.39,37919,Russia,India,vehicle engine 801-1100,vehicle engine,Engines,2002,Yes,50,Yes,2006,Yes,New,0.16,0.16,8,No,TII,1.831649835
Russia,India,Export,  All Products,Export (US$ Thousand),2002,2925514.39,33547,Russia,India,Krasnopol,guided shell,Missiles,2002,No,1000,Yes,2002,Yes,New,0.03,0.03,30,No,TII,1.831649835
Russia,India,Export,  All Products,Export (US$ Thousand),2002,2925514.39,33547,Russia,India,Krasnopol,guided shell,Missiles,2002,No,1000,Yes,2003,Yes,New,0.03,0.03,30,No,TII,1.831649835
China,Bangladesh,Import,  All Products,Import (US$ Thousand),2003,33392.785,39688,China,Bangladesh,Type-83 122mm,towed gun,Artillery,2003,Yes,20,No,2004,No,New,0.35,0.35,7,No,TII,2.812036397
China,Iran,Import,  All Products,Import (US$ Thousand),2003,3307360.327,35553,China,Iran,C-704,anti-ship missile,Missiles,2003,Yes,25,Yes,2011,Yes,New,0.5,0.5,12.5,Yes,TII,1.155811212
China,Iran,Import,  All Products,Import (US$ Thousand),2003,3307360.327,35553,China,Iran,C-704,anti-ship missile,Missiles,2003,Yes,25,Yes,2010,No,New,0.5,0.5,12.5,Yes,TII,1.155811212
China,Pakistan,Import,  All Products,Import (US$ Thousand),2003,574935.585,35425,China,Pakistan,D-30 122mm,towed gun,Artillery,2003,Yes,80,No,2003,No,New,0.35,0.35,28,No,TII,2.567889289
China,Pakistan,Import,  All Products,Import (US$ Thousand),2003,574935.585,35425,China,Pakistan,D-30 122mm,towed gun,Artillery,2003,Yes,63,No,2004,No,New,0.35,0.35,22.05,No,TII,2.567889289
China,Pakistan,Import,  All Products,Import (US$ Thousand),2003,574935.585,34846,China,Pakistan,A-5C,FGA aircraft,Aircraft,2003,Yes,6,No,2003,No,New,6.75,6.75,40.5,No,TII,2.567889289
China,Pakistan,Import,  All Products,Import (US$ Thousand),2003,574935.585,32675,China,Pakistan,YLC-2,air search radar,Sensors,2003,Yes,1,No,2003,No,New,12,12,12,No,TII,2.567889289
China,Pakistan,Import,  All Products,Import (US$ Thousand),2003,574935.585,39289,China,Pakistan,YLC-6,air search radar,Sensors,2003,Yes,5,Yes,2005,Yes,New,4.5,4.5,22.5,No,TII,2.567889289
China,Pakistan,Import,  All Products,Import (US$ Thousand),2003,574935.585,39289,China,Pakistan,YLC-6,air search radar,Sensors,2003,Yes,5,Yes,2006,No,New,4.5,4.5,22.5,No,TII,2.567889289
China,Pakistan,Import,  All Products,Import (US$ Thousand),2003,574935.585,34439,China,Pakistan,Type-347G,fire control radar,Sensors,2003,Yes,2,No,2006,No,New,2.5,2.5,5,No,TII,2.567889289
China,Pakistan,Import,  All Products,Import (US$ Thousand),2003,574935.585,34440,China,Pakistan,C-802,anti-ship missile,Missiles,2003,Yes,20,Yes,2006,Yes,New,0.9,0.9,18,No,TII,2.567889289
China,United States,Import,  All Products,Import (US$ Thousand),2003,33944165.96,,China,United States,0,0,0,2003,0,0,0,0,0,0,0,0,0,0,TII,1.243939657
China,Bangladesh,Export,  All Products,Export (US$ Thousand),2003,1334669.027,39688,China,Bangladesh,Type-83 122mm,towed gun,Artillery,2003,Yes,20,No,2004,No,New,0.35,0.35,7,No,TII,2.812036397
China,Iran,Export,  All Products,Export (US$ Thousand),2003,2315162.332,35553,China,Iran,C-704,anti-ship missile,Missiles,2003,Yes,25,Yes,2011,Yes,New,0.5,0.5,12.5,Yes,TII,1.155811212
China,Iran,Export,  All Products,Export (US$ Thousand),2003,2315162.332,35553,China,Iran,C-704,anti-ship missile,Missiles,2003,Yes,25,Yes,2010,No,New,0.5,0.5,12.5,Yes,TII,1.155811212
China,Pakistan,Export,  All Products,Export (US$ Thousand),2003,1854990.825,35425,China,Pakistan,D-30 122mm,towed gun,Artillery,2003,Yes,80,No,2003,No,New,0.35,0.35,28,No,TII,2.567889289
China,Pakistan,Export,  All Products,Export (US$ Thousand),2003,1854990.825,35425,China,Pakistan,D-30 122mm,towed gun,Artillery,2003,Yes,63,No,2004,No,New,0.35,0.35,22.05,No,TII,2.567889289
China,Pakistan,Export,  All Products,Export (US$ Thousand),2003,1854990.825,34846,China,Pakistan,A-5C,FGA aircraft,Aircraft,2003,Yes,6,No,2003,No,New,6.75,6.75,40.5,No,TII,2.567889289
China,Pakistan,Export,  All Products,Export (US$ Thousand),2003,1854990.825,32675,China,Pakistan,YLC-2,air search radar,Sensors,2003,Yes,1,No,2003,No,New,12,12,12,No,TII,2.567889289
China,Pakistan,Export,  All Products,Export (US$ Thousand),2003,1854990.825,39289,China,Pakistan,YLC-6,air search radar,Sensors,2003,Yes,5,Yes,2005,Yes,New,4.5,4.5,22.5,No,TII,2.567889289
China,Pakistan,Export,  All Products,Export (US$ Thousand),2003,1854990.825,39289,China,Pakistan,YLC-6,air search radar,Sensors,2003,Yes,5,Yes,2006,No,New,4.5,4.5,22.5,No,TII,2.567889289
China,Pakistan,Export,  All Products,Export (US$ Thousand),2003,1854990.825,34439,China,Pakistan,Type-347G,fire control radar,Sensors,2003,Yes,2,No,2006,No,New,2.5,2.5,5,No,TII,2.567889289
China,Pakistan,Export,  All Products,Export (US$ Thousand),2003,1854990.825,34440,China,Pakistan,C-802,anti-ship missile,Missiles,2003,Yes,20,Yes,2006,Yes,New,0.9,0.9,18,No,TII,2.567889289
China,United States,Export,  All Products,Export (US$ Thousand),2003,92626296.06,,China,United States,0,0,0,2003,0,0,0,0,0,0,0,0,0,0,TII,1.243939657
United States,China,Export,  All Products,Export (US$ Thousand),2003,28367720.78,,United States,China,,,,2003,,,,,,,,,,,TII,0.811364171
United States,Egypt,Export,  All Products,Export (US$ Thousand),2003,2606749.104,34386,United States,Egypt,HMMWV-UA,APV,Armoured vehicles,2003,No,100,Yes,2004,No,New,0.13,0.13,13,No,TII,1.236054221
United States,Egypt,Export,  All Products,Export (US$ Thousand),2003,2606749.104,34305,United States,Egypt,AIM-9M,SRAAM,Missiles,2003,No,207,Yes,2006,No,New,0.12,0.12,24.84,No,TII,1.236054221
United States,Egypt,Export,  All Products,Export (US$ Thousand),2003,2606749.104,34305,United States,Egypt,AIM-9M,SRAAM,Missiles,2003,No,207,Yes,2005,No,New,0.12,0.12,24.84,No,TII,1.236054221
United States,Egypt,Export,  All Products,Export (US$ Thousand),2003,2606749.104,32784,United States,Egypt,M-109A1 155mm,self-propelled gun,Artillery,2003,Yes,101,Yes,2005,No,Second hand,1.1,0.44,44.44,No,TII,1.236054221
United States,Egypt,Export,  All Products,Export (US$ Thousand),2003,2606749.104,32784,United States,Egypt,M-109A1 155mm,self-propelled gun,Artillery,2003,Yes,100,Yes,2004,No,Second hand,1.1,0.44,44,No,TII,1.236054221
United States,Egypt,Export,  All Products,Export (US$ Thousand),2003,2606749.104,33795,United States,Egypt,M-1A1 Abrams,tank,Armoured vehicles,2003,No,5,Yes,2005,Yes,New,4,4,20,Yes,TII,1.236054221
United States,Egypt,Export,  All Products,Export (US$ Thousand),2003,2606749.104,33795,United States,Egypt,M-1A1 Abrams,tank,Armoured vehicles,2003,No,40,Yes,2008,No,New,4,4,160,Yes,TII,1.236054221
United States,Egypt,Export,  All Products,Export (US$ Thousand),2003,2606749.104,33795,United States,Egypt,M-1A1 Abrams,tank,Armoured vehicles,2003,No,40,Yes,2007,No,New,4,4,160,Yes,TII,1.236054221
United States,Egypt,Export,  All Products,Export (US$ Thousand),2003,2606749.104,33795,United States,Egypt,M-1A1 Abrams,tank,Armoured vehicles,2003,No,40,Yes,2006,No,New,4,4,160,Yes,TII,1.236054221
United States,Egypt,Export,  All Products,Export (US$ Thousand),2003,2606749.104,32642,United States,Egypt,Harpoon Block-2,anti-ship missile/SSM,Missiles,2003,No,5,Yes,2015,Yes,New,1,1,5,No,TII,1.236054221
United States,Egypt,Export,  All Products,Export (US$ Thousand),2003,2606749.104,32642,United States,Egypt,Harpoon Block-2,anti-ship missile/SSM,Missiles,2003,No,20,No,2013,No,New,1,1,20,No,TII,1.236054221
United States,India,Export,  All Products,Export (US$ Thousand),2003,4979693.12,33534,United States,India,TPQ-37 Firefinder,artillery locating radar,Sensors,2003,No,2,No,2006,No,New,8,8,16,No,TII,0.761798363
United States,India,Export,  All Products,Export (US$ Thousand),2003,4979693.12,33534,United States,India,TPQ-37 Firefinder,artillery locating radar,Sensors,2003,No,2,No,2007,No,New,8,8,16,No,TII,0.761798363
United States,Israel,Export,  All Products,Export (US$ Thousand),2003,6892044.304,30322,United States,Israel,Gulfstream-5,light transport aircraft,Aircraft,2003,No,2,No,2007,No,New,28,28,56,No,TII,1.833861583
United States,Japan,Export,  All Products,Export (US$ Thousand),2003,52003765.36,37944,United States,Japan,Stinger,portable SAM,Missiles,2003,Yes,25,Yes,2009,Yes,New,0.08,0.08,2,No,TII,1.629199352
United States,Japan,Export,  All Products,Export (US$ Thousand),2003,52003765.36,37944,United States,Japan,Stinger,portable SAM,Missiles,2003,Yes,25,Yes,2006,Yes,New,0.08,0.08,2,No,TII,1.629199352
United States,Japan,Export,  All Products,Export (US$ Thousand),2003,52003765.36,37944,United States,Japan,Stinger,portable SAM,Missiles,2003,Yes,50,Yes,2008,Yes,New,0.08,0.08,4,No,TII,1.629199352
United States,Japan,Export,  All Products,Export (US$ Thousand),2003,52003765.36,37944,United States,Japan,Stinger,portable SAM,Missiles,2003,Yes,50,Yes,2007,Yes,New,0.08,0.08,4,No,TII,1.629199352
United States,Japan,Export,  All Products,Export (US$ Thousand),2003,52003765.36,37128,United States,Japan,SM-2MR,SAM,Missiles,2003,Yes,18,Yes,2005,Yes,New,0.3,0.3,5.4,No,TII,1.629199352
United States,Japan,Export,  All Products,Export (US$ Thousand),2003,52003765.36,35035,United States,Japan,Mk-45-4 127mm,naval gun,Naval weapons,2003,No,1,No,2007,No,New,7.5,7.5,7.5,Yes,TII,1.629199352
United States,Japan,Export,  All Products,Export (US$ Thousand),2003,52003765.36,35035,United States,Japan,Mk-45-4 127mm,naval gun,Naval weapons,2003,No,1,No,2008,No,New,7.5,7.5,7.5,Yes,TII,1.629199352
United States,Japan,Export,  All Products,Export (US$ Thousand),2003,52003765.36,30276,United States,Japan,KC-767 -,tanker/transport aircraft,Aircraft,2003,No,2,No,2008,No,New,75,75,150,No,TII,1.629199352
United States,Japan,Export,  All Products,Export (US$ Thousand),2003,52003765.36,30276,United States,Japan,KC-767 -,tanker/transport aircraft,Aircraft,2003,No,1,No,2010,No,New,75,75,75,No,TII,1.629199352
United States,Japan,Export,  All Products,Export (US$ Thousand),2003,52003765.36,30276,United States,Japan,KC-767 -,tanker/transport aircraft,Aircraft,2003,No,1,No,2009,No,New,75,75,75,No,TII,1.629199352
United States,South Korea,Export,  All Products,Export (US$ Thousand),2003,24072540.15,35020,United States,South Korea,F-404 (8000),turbofan,Engines,2003,Yes,5,Yes,2008,No,New,2.2,2.2,11,No,TII,1.719398787
United States,South Korea,Export,  All Products,Export (US$ Thousand),2003,24072540.15,35020,United States,South Korea,F-404 (8000),turbofan,Engines,2003,Yes,10,Yes,2006,No,New,2.2,2.2,22,No,TII,1.719398787
United States,South Korea,Export,  All Products,Export (US$ Thousand),2003,24072540.15,35020,United States,South Korea,F-404 (8000),turbofan,Engines,2003,Yes,12,Yes,2007,No,New,2.2,2.2,26.4,No,TII,1.719398787
United States,South Korea,Export,  All Products,Export (US$ Thousand),2003,24072540.15,32331,United States,South Korea,AGM-84H,ASM,Missiles,2003,Yes,18,Yes,2007,No,New,1.25,1.25,22.5,No,TII,1.719398787
United States,South Korea,Export,  All Products,Export (US$ Thousand),2003,24072540.15,32331,United States,South Korea,AGM-84H,ASM,Missiles,2003,Yes,11,Yes,2008,No,New,1.25,1.25,13.75,No,TII,1.719398787
United States,South Korea,Export,  All Products,Export (US$ Thousand),2003,24072540.15,32331,United States,South Korea,AGM-84H,ASM,Missiles,2003,Yes,18,No,2006,No,New,1.25,1.25,22.5,No,TII,1.719398787
United States,South Korea,Export,  All Products,Export (US$ Thousand),2003,24072540.15,39538,United States,South Korea,JDAM,guided bomb,Missiles,2003,No,14,Yes,2006,Yes,New,0.02,0.02,0.28,No,TII,1.719398787
United States,Pakistan,Export,  All Products,Export (US$ Thousand),2003,842733.258,39634,United States,Pakistan,T-37B,trainer aircraft,Aircraft,2003,No,10,Yes,2011,No,Second hand,1.8,0.72,7.2,No,TII,0.705414482
United States,Pakistan,Export,  All Products,Export (US$ Thousand),2003,842733.258,39634,United States,Pakistan,T-37B,trainer aircraft,Aircraft,2003,No,10,Yes,2010,No,Second hand,1.8,0.72,7.2,No,TII,0.705414482
United States,Pakistan,Export,  All Products,Export (US$ Thousand),2003,842733.258,39634,United States,Pakistan,T-37B,trainer aircraft,Aircraft,2003,No,10,Yes,2012,No,Second hand,1.8,0.72,7.2,No,TII,0.705414482
United States,Pakistan,Export,  All Products,Export (US$ Thousand),2003,842733.258,39634,United States,Pakistan,T-37B,trainer aircraft,Aircraft,2003,No,10,Yes,2009,Yes,Second hand,1.8,0.72,7.2,No,TII,0.705414482
United States,China,Import,  All Products,Import (US$ Thousand),2003,163313862.5,,United States,China,,,,2003,,,,,,,,,,,TII,0.811364171
United States,Egypt,Import,  All Products,Import (US$ Thousand),2003,1218317.846,34386,United States,Egypt,HMMWV-UA,APV,Armoured vehicles,2003,No,100,Yes,2004,No,New,0.13,0.13,13,No,TII,1.236054221
United States,Egypt,Import,  All Products,Import (US$ Thousand),2003,1218317.846,34305,United States,Egypt,AIM-9M,SRAAM,Missiles,2003,No,207,Yes,2006,No,New,0.12,0.12,24.84,No,TII,1.236054221
United States,Egypt,Import,  All Products,Import (US$ Thousand),2003,1218317.846,34305,United States,Egypt,AIM-9M,SRAAM,Missiles,2003,No,207,Yes,2005,No,New,0.12,0.12,24.84,No,TII,1.236054221
United States,Egypt,Import,  All Products,Import (US$ Thousand),2003,1218317.846,32784,United States,Egypt,M-109A1 155mm,self-propelled gun,Artillery,2003,Yes,101,Yes,2005,No,Second hand,1.1,0.44,44.44,No,TII,1.236054221
United States,Egypt,Import,  All Products,Import (US$ Thousand),2003,1218317.846,32784,United States,Egypt,M-109A1 155mm,self-propelled gun,Artillery,2003,Yes,100,Yes,2004,No,Second hand,1.1,0.44,44,No,TII,1.236054221
United States,Egypt,Import,  All Products,Import (US$ Thousand),2003,1218317.846,33795,United States,Egypt,M-1A1 Abrams,tank,Armoured vehicles,2003,No,5,Yes,2005,Yes,New,4,4,20,Yes,TII,1.236054221
United States,Egypt,Import,  All Products,Import (US$ Thousand),2003,1218317.846,33795,United States,Egypt,M-1A1 Abrams,tank,Armoured vehicles,2003,No,40,Yes,2008,No,New,4,4,160,Yes,TII,1.236054221
United States,Egypt,Import,  All Products,Import (US$ Thousand),2003,1218317.846,33795,United States,Egypt,M-1A1 Abrams,tank,Armoured vehicles,2003,No,40,Yes,2007,No,New,4,4,160,Yes,TII,1.236054221
United States,Egypt,Import,  All Products,Import (US$ Thousand),2003,1218317.846,33795,United States,Egypt,M-1A1 Abrams,tank,Armoured vehicles,2003,No,40,Yes,2006,No,New,4,4,160,Yes,TII,1.236054221
United States,Egypt,Import,  All Products,Import (US$ Thousand),2003,1218317.846,32642,United States,Egypt,Harpoon Block-2,anti-ship missile/SSM,Missiles,2003,No,5,Yes,2015,Yes,New,1,1,5,No,TII,1.236054221
United States,Egypt,Import,  All Products,Import (US$ Thousand),2003,1218317.846,32642,United States,Egypt,Harpoon Block-2,anti-ship missile/SSM,Missiles,2003,No,20,No,2013,No,New,1,1,20,No,TII,1.236054221
United States,India,Import,  All Products,Import (US$ Thousand),2003,13754749.62,33534,United States,India,TPQ-37 Firefinder,artillery locating radar,Sensors,2003,No,2,No,2006,No,New,8,8,16,No,TII,0.761798363
United States,India,Import,  All Products,Import (US$ Thousand),2003,13754749.62,33534,United States,India,TPQ-37 Firefinder,artillery locating radar,Sensors,2003,No,2,No,2007,No,New,8,8,16,No,TII,0.761798363
United States,Israel,Import,  All Products,Import (US$ Thousand),2003,13007505.33,30322,United States,Israel,Gulfstream-5,light transport aircraft,Aircraft,2003,No,2,No,2007,No,New,28,28,56,No,TII,1.833861583
United States,Japan,Import,  All Products,Import (US$ Thousand),2003,121238585.4,37944,United States,Japan,Stinger,portable SAM,Missiles,2003,Yes,25,Yes,2009,Yes,New,0.08,0.08,2,No,TII,1.629199352
United States,Japan,Import,  All Products,Import (US$ Thousand),2003,121238585.4,37944,United States,Japan,Stinger,portable SAM,Missiles,2003,Yes,25,Yes,2006,Yes,New,0.08,0.08,2,No,TII,1.629199352
United States,Japan,Import,  All Products,Import (US$ Thousand),2003,121238585.4,37944,United States,Japan,Stinger,portable SAM,Missiles,2003,Yes,50,Yes,2008,Yes,New,0.08,0.08,4,No,TII,1.629199352
United States,Japan,Import,  All Products,Import (US$ Thousand),2003,121238585.4,37944,United States,Japan,Stinger,portable SAM,Missiles,2003,Yes,50,Yes,2007,Yes,New,0.08,0.08,4,No,TII,1.629199352
United States,Japan,Import,  All Products,Import (US$ Thousand),2003,121238585.4,37128,United States,Japan,SM-2MR,SAM,Missiles,2003,Yes,18,Yes,2005,Yes,New,0.3,0.3,5.4,No,TII,1.629199352
United States,Japan,Import,  All Products,Import (US$ Thousand),2003,121238585.4,35035,United States,Japan,Mk-45-4 127mm,naval gun,Naval weapons,2003,No,1,No,2007,No,New,7.5,7.5,7.5,Yes,TII,1.629199352
United States,Japan,Import,  All Products,Import (US$ Thousand),2003,121238585.4,35035,United States,Japan,Mk-45-4 127mm,naval gun,Naval weapons,2003,No,1,No,2008,No,New,7.5,7.5,7.5,Yes,TII,1.629199352
United States,Japan,Import,  All Products,Import (US$ Thousand),2003,121238585.4,30276,United States,Japan,KC-767 -,tanker/transport aircraft,Aircraft,2003,No,2,No,2008,No,New,75,75,150,No,TII,1.629199352
United States,Japan,Import,  All Products,Import (US$ Thousand),2003,121238585.4,30276,United States,Japan,KC-767 -,tanker/transport aircraft,Aircraft,2003,No,1,No,2010,No,New,75,75,75,No,TII,1.629199352
United States,Japan,Import,  All Products,Import (US$ Thousand),2003,121238585.4,30276,United States,Japan,KC-767 -,tanker/transport aircraft,Aircraft,2003,No,1,No,2009,No,New,75,75,75,No,TII,1.629199352
United States,South Korea,Import,  All Products,Import (US$ Thousand),2003,38616671.95,35020,United States,South Korea,F-404 (8000),turbofan,Engines,2003,Yes,5,Yes,2008,No,New,2.2,2.2,11,No,TII,1.719398787
United States,South Korea,Import,  All Products,Import (US$ Thousand),2003,38616671.95,35020,United States,South Korea,F-404 (8000),turbofan,Engines,2003,Yes,10,Yes,2006,No,New,2.2,2.2,22,No,TII,1.719398787
United States,South Korea,Import,  All Products,Import (US$ Thousand),2003,38616671.95,35020,United States,South Korea,F-404 (8000),turbofan,Engines,2003,Yes,12,Yes,2007,No,New,2.2,2.2,26.4,No,TII,1.719398787
United States,South Korea,Import,  All Products,Import (US$ Thousand),2003,38616671.95,32331,United States,South Korea,AGM-84H,ASM,Missiles,2003,Yes,18,Yes,2007,No,New,1.25,1.25,22.5,No,TII,1.719398787
United States,South Korea,Import,  All Products,Import (US$ Thousand),2003,38616671.95,32331,United States,South Korea,AGM-84H,ASM,Missiles,2003,Yes,11,Yes,2008,No,New,1.25,1.25,13.75,No,TII,1.719398787
United States,South Korea,Import,  All Products,Import (US$ Thousand),2003,38616671.95,32331,United States,South Korea,AGM-84H,ASM,Missiles,2003,Yes,18,No,2006,No,New,1.25,1.25,22.5,No,TII,1.719398787
United States,South Korea,Import,  All Products,Import (US$ Thousand),2003,38616671.95,39538,United States,South Korea,JDAM,guided bomb,Missiles,2003,No,14,Yes,2006,Yes,New,0.02,0.02,0.28,No,TII,1.719398787
United States,Pakistan,Import,  All Products,Import (US$ Thousand),2003,2733544.263,39634,United States,Pakistan,T-37B,trainer aircraft,Aircraft,2003,No,10,Yes,2011,No,Second hand,1.8,0.72,7.2,No,TII,0.705414482
United States,Pakistan,Import,  All Products,Import (US$ Thousand),2003,2733544.263,39634,United States,Pakistan,T-37B,trainer aircraft,Aircraft,2003,No,10,Yes,2010,No,Second hand,1.8,0.72,7.2,No,TII,0.705414482
United States,Pakistan,Import,  All Products,Import (US$ Thousand),2003,2733544.263,39634,United States,Pakistan,T-37B,trainer aircraft,Aircraft,2003,No,10,Yes,2012,No,Second hand,1.8,0.72,7.2,No,TII,0.705414482
United States,Pakistan,Import,  All Products,Import (US$ Thousand),2003,2733544.263,39634,United States,Pakistan,T-37B,trainer aircraft,Aircraft,2003,No,10,Yes,2009,Yes,Second hand,1.8,0.72,7.2,No,TII,0.705414482
Russia,China,Import,  All Products,Import (US$ Thousand),2003,24406609.58,33014,Russia,China,Su-30MK,FGA aircraft,Aircraft,2003,No,24,No,2004,No,New,55,55,1320,No,TII,1.28067204
Russia,India,Import,  All Products,Import (US$ Thousand),2003,1309034.645,60547,Russia,India,AK-630 30mm,naval gun,Naval weapons,2003,Yes,2,No,2014,No,New,1,1,2,No,TII,2.269063788
Russia,India,Import,  All Products,Import (US$ Thousand),2003,1309034.645,60547,Russia,India,AK-630 30mm,naval gun,Naval weapons,2003,Yes,2,No,2015,No,New,1,1,2,No,TII,2.269063788
Russia,India,Import,  All Products,Import (US$ Thousand),2003,1309034.645,60547,Russia,India,AK-630 30mm,naval gun,Naval weapons,2003,Yes,2,No,2017,No,New,1,1,2,No,TII,2.269063788
Russia,India,Import,  All Products,Import (US$ Thousand),2003,1309034.645,60547,Russia,India,AK-630 30mm,naval gun,Naval weapons,2003,Yes,2,No,2020,No,New,1,1,2,No,TII,2.269063788
Russia,India,Import,  All Products,Import (US$ Thousand),2003,1309034.645,37129,Russia,India,Kornet,anti-tank missile,Missiles,2003,Yes,500,Yes,2003,Yes,New,0.04,0.04,20,No,TII,2.269063788
Russia,India,Import,  All Products,Import (US$ Thousand),2003,1309034.645,37129,Russia,India,Kornet,anti-tank missile,Missiles,2003,Yes,1000,Yes,2004,Yes,New,0.04,0.04,40,No,TII,2.269063788
Russia,India,Import,  All Products,Import (US$ Thousand),2003,1309034.645,37129,Russia,India,Kornet,anti-tank missile,Missiles,2003,Yes,1000,Yes,2005,Yes,New,0.04,0.04,40,No,TII,2.269063788
Russia,India,Import,  All Products,Import (US$ Thousand),2003,1309034.645,37129,Russia,India,Kornet,anti-tank missile,Missiles,2003,Yes,500,Yes,2006,Yes,New,0.04,0.04,20,No,TII,2.269063788
Russia,India,Import,  All Products,Import (US$ Thousand),2003,1309034.645,34455,Russia,India,Mi-17,transport helicopter,Aircraft,2003,No,1,No,2003,No,New,7.25,7.25,7.25,No,TII,2.269063788
Russia,India,Import,  All Products,Import (US$ Thousand),2003,1309034.645,34455,Russia,India,Mi-17,transport helicopter,Aircraft,2003,No,5,No,2004,No,New,7.25,7.25,36.25,No,TII,2.269063788
Russia,India,Import,  All Products,Import (US$ Thousand),2003,1309034.645,38822,Russia,India,AK-630 30mm,naval gun,Naval weapons,2003,Yes,4,No,2015,No,New,1,1,4,No,TII,2.269063788
Russia,India,Import,  All Products,Import (US$ Thousand),2003,1309034.645,38822,Russia,India,AK-630 30mm,naval gun,Naval weapons,2003,Yes,4,No,2016,No,New,1,1,4,No,TII,2.269063788
Russia,India,Import,  All Products,Import (US$ Thousand),2003,1309034.645,38822,Russia,India,AK-630 30mm,naval gun,Naval weapons,2003,Yes,4,No,2014,No,New,1,1,4,No,TII,2.269063788
Russia,India,Import,  All Products,Import (US$ Thousand),2003,1309034.645,60548,Russia,India,RBU-6000,ASW MRL,Naval weapons,2003,Yes,2,No,2015,No,New,3.5,3.5,7,Yes,TII,2.269063788
Russia,India,Import,  All Products,Import (US$ Thousand),2003,1309034.645,60548,Russia,India,RBU-6000,ASW MRL,Naval weapons,2003,Yes,2,No,2017,No,New,3.5,3.5,7,Yes,TII,2.269063788
Russia,India,Import,  All Products,Import (US$ Thousand),2003,1309034.645,60548,Russia,India,RBU-6000,ASW MRL,Naval weapons,2003,Yes,2,No,2020,No,New,3.5,3.5,7,Yes,TII,2.269063788
Russia,India,Import,  All Products,Import (US$ Thousand),2003,1309034.645,60548,Russia,India,RBU-6000,ASW MRL,Naval weapons,2003,Yes,2,No,2014,No,New,3.5,3.5,7,Yes,TII,2.269063788
Russia,India,Import,  All Products,Import (US$ Thousand),2003,1309034.645,36899,Russia,India,RBU-6000,ASW MRL,Naval weapons,2003,Yes,2,No,2014,No,New,3.5,3.5,7,Yes,TII,2.269063788
Russia,India,Import,  All Products,Import (US$ Thousand),2003,1309034.645,36899,Russia,India,RBU-6000,ASW MRL,Naval weapons,2003,Yes,2,No,2015,No,New,3.5,3.5,7,Yes,TII,2.269063788
Russia,India,Import,  All Products,Import (US$ Thousand),2003,1309034.645,36899,Russia,India,RBU-6000,ASW MRL,Naval weapons,2003,Yes,2,No,2016,No,New,3.5,3.5,7,Yes,TII,2.269063788
Russia,Pakistan,Import,  All Products,Import (US$ Thousand),2003,104242.147,22364,Russia,Pakistan,Mi-17,transport helicopter,Aircraft,2003,Yes,12,No,2004,No,New,7.25,7.25,87,No,TII,0.321520594
Russia,China,Export,  All Products,Export (US$ Thousand),2003,15166641.4,33014,Russia,China,Su-30MK,FGA aircraft,Aircraft,2003,No,24,No,2004,No,New,55,55,1320,No,TII,1.28067204
Russia,India,Export,  All Products,Export (US$ Thousand),2003,3033605.64,60547,Russia,India,AK-630 30mm,naval gun,Naval weapons,2003,Yes,2,No,2014,No,New,1,1,2,No,TII,2.269063788
Russia,India,Export,  All Products,Export (US$ Thousand),2003,3033605.64,60547,Russia,India,AK-630 30mm,naval gun,Naval weapons,2003,Yes,2,No,2015,No,New,1,1,2,No,TII,2.269063788
Russia,India,Export,  All Products,Export (US$ Thousand),2003,3033605.64,60547,Russia,India,AK-630 30mm,naval gun,Naval weapons,2003,Yes,2,No,2017,No,New,1,1,2,No,TII,2.269063788
Russia,India,Export,  All Products,Export (US$ Thousand),2003,3033605.64,60547,Russia,India,AK-630 30mm,naval gun,Naval weapons,2003,Yes,2,No,2020,No,New,1,1,2,No,TII,2.269063788
Russia,India,Export,  All Products,Export (US$ Thousand),2003,3033605.64,37129,Russia,India,Kornet,anti-tank missile,Missiles,2003,Yes,500,Yes,2003,Yes,New,0.04,0.04,20,No,TII,2.269063788
Russia,India,Export,  All Products,Export (US$ Thousand),2003,3033605.64,37129,Russia,India,Kornet,anti-tank missile,Missiles,2003,Yes,1000,Yes,2004,Yes,New,0.04,0.04,40,No,TII,2.269063788
Russia,India,Export,  All Products,Export (US$ Thousand),2003,3033605.64,37129,Russia,India,Kornet,anti-tank missile,Missiles,2003,Yes,1000,Yes,2005,Yes,New,0.04,0.04,40,No,TII,2.269063788
Russia,India,Export,  All Products,Export (US$ Thousand),2003,3033605.64,37129,Russia,India,Kornet,anti-tank missile,Missiles,2003,Yes,500,Yes,2006,Yes,New,0.04,0.04,20,No,TII,2.269063788
Russia,India,Export,  All Products,Export (US$ Thousand),2003,3033605.64,34455,Russia,India,Mi-17,transport helicopter,Aircraft,2003,No,1,No,2003,No,New,7.25,7.25,7.25,No,TII,2.269063788
Russia,India,Export,  All Products,Export (US$ Thousand),2003,3033605.64,34455,Russia,India,Mi-17,transport helicopter,Aircraft,2003,No,5,No,2004,No,New,7.25,7.25,36.25,No,TII,2.269063788
Russia,India,Export,  All Products,Export (US$ Thousand),2003,3033605.64,38822,Russia,India,AK-630 30mm,naval gun,Naval weapons,2003,Yes,4,No,2015,No,New,1,1,4,No,TII,2.269063788
